what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010266022
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010267100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010271944
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010272756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010273147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010273225
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340010275334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010300850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010301897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010302819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010304319
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340010305506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010307209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010337631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1340010342740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340010343569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010347834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010348240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010358397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340010373428
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340010374287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010374694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340010374787
