what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011616194
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011616287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340011617865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340011626100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340011653662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011658303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011703131
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1340011703147
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340011705990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011707740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011707787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011707803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011710084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011712490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011712537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011712553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011713522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011714490
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340011717694
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011735834
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1340011738553
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011740272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340011760881
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340011761553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011763897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011763944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011763959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011764662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011772506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011772506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011773022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011773412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011773506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011773506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011773584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011825209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340011831803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011834756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011834803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011834819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011835834
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340011838272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011840600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011840647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011840662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011841397
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011842381
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011844240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011845209
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011846209
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011848115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011853740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011869600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1340011869600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011870194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011916162
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340011917069
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340011925084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011939772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011943022
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.excludeCommand",1340011943084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011945990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011946037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011946053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011947022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011948162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011948178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011948194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011960381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340011961959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012007272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012007287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012025928
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340012026662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340012043647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012047506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012047522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012047600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012061944
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340012061959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012067350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012067365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012067381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012183350
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340012184537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340012186772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012187647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012582694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012583053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012583053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012583131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012623631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012627772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012627772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340012627834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013150553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013151959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013151975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013152037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013479334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013480865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013480865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340013480944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340015227975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340015229662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340015229662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340015229772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016134975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016139272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016139272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016139334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016383850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016387662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016387787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016674444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016677397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016677397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016677490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016962475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340016964022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017087381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017087912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017087928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017088022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017089819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017090662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017090662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017090740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017406287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017410053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017724365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017726334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017726350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340017726428
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1340018129615
error,log,,,"An exception occurred during launch change notification.",1340018129615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340018765240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340018768319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340018768334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340018768397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340019098725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340019100178
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1340071780406
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1340071780406
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1340071780453
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1340071780500
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1340071780515
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1340071780531
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1340071780593
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1340071780609
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1340071780625
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1340071780656
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1340071780671
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1340071780703
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1340071780718
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1340071780734
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1340071780750
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1340071780796
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1340071780796
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1340071780812
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1340071780812
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1340071780828
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1340071780859
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1340071780937
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1340071780937
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1340071780953
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1340071780968
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1340071780984
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1340071780984
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1340071781000
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1340071781000
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1340071781015
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1340071781031
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1340071781031
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1340071781046
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1340071781046
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1340071781062
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1340071781062
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1340071781078
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1340071781093
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1340071781093
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1340071781109
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1340071781125
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1340071781125
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1340071781140
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1340071781140
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1340071781156
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1340071781187
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1340071781250
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1340071781265
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1340071781281
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1340071781281
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1340071781296
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1340071781312
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1340071781328
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1340071781328
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1340071781343
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1340071781359
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340071781359
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340071781375
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1340071781375
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1340071781453
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1340071781468
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1340071781484
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1340071781500
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1340071781546
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340071781640
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1340071781671
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1340071781687
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1340071781718
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340071781734
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340071781750
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1340071781765
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1340071781781
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340071781796
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340071782078
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340071782093
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340071782093
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340071782109
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340071782140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340071782203
os,sysinfo,,,"win32",1340071782203
arch,sysinfo,,,"x86",1340071782203
ws,sysinfo,,,"win32",1340071782203
locale,sysinfo,,,"ja_JP",1340071782203
processors,sysinfo,,,"2",1340071782203
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340071782203
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1340071782203
java.specification.name,sysinfo,,,"Java Platform API Specification",1340071782203
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340071782203
java.specification.version,sysinfo,,,"1.6",1340071782203
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1340071782203
java.version,sysinfo,,,"1.6.0_32",1340071782203
java.vm.info,sysinfo,,,"mixed mode, sharing",1340071782203
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340071782203
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340071782203
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340071782203
java.vm.specification.version,sysinfo,,,"1.0",1340071782203
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1340071782203
java.vm.version,sysinfo,,,"20.7-b02",1340071782203
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340071782968
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1340071783062
